c_abasava.tga e_empire0009.tga
c_ralijah.tga c_province1603.tga
c_ralint.tga c_province1658.tga
c_ralipa.tga c_province1615.tga
c_ralit.tga d_duchy1618.tga
c_raloras.tga c_province1612.tga
c_ralrao.tga c_province1618.tga
c_ramabib.tga d_duchy1643.tga
c_ramalda.tga c_province1631.tga
c_ramampa.tga c_province1643.tga
c_ramara.tga d_duchy1584.tga
c_ramata.tga c_province1560.tga
c_ramatas.tga c_province1588.tga
c_ramila.tga c_province1584.tga
c_ramitya.tga k_kingdom1601.tga
c_ramush.tga d_duchy1583.tga
c_ramyang.tga c_province1565.tga
c_rana.tga c_province1600.tga
c_ranana.tga c_province1583.tga
c_ranann.tga d_duchy1644.tga
c_rananna.tga c_province1624.tga
c_ranaod.tga c_province1636.tga
c_ranasad.tga c_province1664.tga
c_ranatan.tga c_province1644.tga
c_ranaud.tga d_duchy1652.tga
c_ranca.tga c_province1625.tga
c_randew.tga c_province1652.tga
c_raneer.tga d_duchy1675.tga
c_raneorge.tga c_province1669.tga
c_rangar.tga c_province1688.tga
c_rani.tga c_province1708.tga
c_rania.tga c_province1710.tga
c_ranida.tga c_province1675.tga
c_raniel.tga d_duchy1601.tga
c_ranijah.tga c_province1593.tga
c_ranili.tga c_province1619.tga
c_ranjhi.tga c_province1601.tga
c_ranna.tga k_kingdom1522.tga
c_ranorz.tga d_duchy1492.tga
c_ranoura.tga c_province1482.tga
c_raod.tga c_province1497.tga
c_raop.tga c_province1492.tga
c_raqar.tga d_duchy1547.tga
c_rarala.tga c_province1535.tga
c_raralc.tga c_province1547.tga
c_raralih.tga d_duchy1566.tga
c_rarandi.tga c_province1549.tga
c_rarasad.tga c_province1571.tga
c_rarata.tga c_province1582.tga
c_raratia.tga c_province1566.tga
c_raraya.tga d_duchy1522.tga
c_rarayla.tga c_province1509.tga
c_rardus.tga c_province1534.tga
c_raregin.tga c_province1522.tga
c_rarele.tga e_empire1530.tga
c_rarella.tga k_kingdom1530.tga
c_rarid.tga d_duchy1530.tga
c_rarika.tga c_province1529.tga
c_rarilai.tga c_province1530.tga
c_rarine.tga e_empire1539.tga
c_rarins.tga k_kingdom1539.tga
c_raripac.tga d_duchy1539.tga
c_rarofie.tga c_province1539.tga
c_rarolon.tga e_empire1548.tga
c_raroor.tga k_kingdom1478.tga
c_rarorg.tga d_duchy1421.tga
c_rarork.tga c_province1415.tga
c_rarory.tga c_province1421.tga
c_raroska.tga d_duchy1428.tga
c_rarulay.tga c_province1417.tga
c_rarya.tga c_province1445.tga
c_rasasia.tga c_province1454.tga
c_rasavak.tga c_province1428.tga
c_raseinn.tga d_duchy1476.tga
c_rasepes.tga c_province1452.tga
c_rashi.tga c_province1455.tga
c_rasisii.tga c_province1479.tga
c_rasun.tga c_province1487.tga
c_rateeli.tga c_province1476.tga
c_ratin.tga d_duchy1483.tga
c_raudiza.tga c_province1467.tga
c_raufeka.tga c_province1483.tga
c_raulella.tga d_duchy1501.tga
c_raurde.tga c_province1485.tga
c_ravam.tga c_province1510.tga
c_ravamm.tga c_province1501.tga
c_ravanga.tga d_duchy1478.tga
c_raveir.tga c_province1473.tga
c_ravira.tga c_province1495.tga
c_raviuva.tga c_province1478.tga
c_rawick.tga k_kingdom1548.tga
c_rawuara.tga d_duchy1512.tga
c_raxeda.tga c_province1500.tga
c_raxirai.tga c_province1503.tga
c_rayduti.tga c_province1519.tga
c_rayya.tga c_province1512.tga
c_razesha.tga d_duchy1548.tga
c_rebena.tga c_province1532.tga
c_recad.tga c_province1548.tga
c_recawuj.tga e_empire1596.tga
c_receph.tga k_kingdom1504.tga
c_rechai.tga d_duchy1504.tga
c_reciruz.tga c_province1502.tga
c_recubb.tga c_province1504.tga
c_redaug.tga k_kingdom1523.tga
c_redekay.tga d_duchy1515.tga
c_reek.tga c_province1514.tga
c_refaya.tga c_province1515.tga
c_refirai.tga d_duchy1520.tga
c_regaham.tga c_province1507.tga
c_regand.tga c_province1511.tga
c_regicta.tga c_province1520.tga
c_regiek.tga d_duchy1526.tga
c_rehampa.tga c_province1524.tga
c_reimon.tga c_province1533.tga
c_reinaud.tga c_province1526.tga
c_reinohn.tga d_duchy1531.tga
c_reirith.tga c_province1528.tga
c_reiruin.tga c_province1541.tga
c_reitl.tga c_province1542.tga
c_reka.tga c_province1531.tga
c_rekain.tga d_duchy1538.tga
c_rekano.tga c_province1525.tga
c_rekiel.tga c_province1536.tga
c_rekoger.tga c_province1538.tga
c_rekyula.tga d_duchy1554.tga
c_relaham.tga c_province1550.tga
c_relam.tga c_province1554.tga
c_relanca.tga d_duchy1523.tga
c_relarma.tga c_province1516.tga
c_relas.tga c_province1523.tga
c_releth.tga k_kingdom1544.tga
c_relilof.tga d_duchy1544.tga
c_reloila.tga c_province1544.tga
c_relory.tga k_kingdom1552.tga
c_relumna.tga d_duchy1527.tga
c_remach.tga c_province1521.tga
c_remanjor.tga c_province1537.tga
c_remaya.tga c_province1553.tga
c_remuara.tga c_province1527.tga
c_rena.tga d_duchy1589.tga
c_renain.tga c_province1567.tga
c_renanca.tga c_province1575.tga
c_renawma.tga c_province1589.tga
c_renes.tga d_duchy1552.tga
c_reneth.tga c_province1543.tga
c_renost.tga c_province1552.tga
c_renudo.tga k_kingdom1578.tga
c_renuin.tga d_duchy1556.tga
c_renulk.tga c_province1545.tga
c_renuna.tga c_province1556.tga
c_renusa.tga d_duchy1585.tga
c_renying.tga c_province1568.tga
c_reodor.tga c_province1591.tga
c_reoses.tga c_province1585.tga
c_reph.tga d_duchy1602.tga
c_reposlan.tga c_province1598.tga
c_reraha.tga c_province1610.tga
c_reralotl.tga c_province1602.tga
c_rerava.tga d_duchy1639.tga
c_rerawuj.tga c_province1621.tga
c_rereer.tga c_province1646.tga
c_rerefan.tga c_province1639.tga
c_rererai.tga d_duchy1578.tga
c_rerhi.tga c_province1562.tga
c_rer-ict.tga c_province1563.tga
c_rernine.tga c_province1578.tga
c_rernlo.tga k_kingdom1596.tga
c_rerudrd.tga d_duchy1574.tga
c_rerund.tga c_province1555.tga
c_reryuk.tga c_province1569.tga
c_resemka.tga c_province1576.tga
c_resitya.tga c_province1574.tga
c_ressa.tga d_duchy1580.tga
c_retayan.tga c_hellas_delta.tga
c_retilay.tga c_province1586.tga
c_retinos.tga c_province1597.tga
c_retoa.tga c_province1580.tga
c_retuke.tga d_duchy1592.tga
c_reupail.tga c_province1573.tga
c_reupend.tga c_province1590.tga
c_revaim.tga c_province1605.tga
c_revenda.tga c_province1592.tga
c_revoor.tga d_duchy1630.tga
c_revpal.tga c_province1611.tga
c_reyalan.tga c_province1630.tga
c_reye.tga d_duchy1647.tga
c_rezain.tga c_province1633.tga
c_riatan.tga c_province1666.tga
c_riatava.tga c_province1647.tga
c_ribah.tga d_duchy1596.tga
c_ribejda.tga c_province1579.tga
c_ribine.tga c_province1608.tga
c_ribirma.tga c_province1596.tga
c_ributlu.tga e_empire1682.tga
c_ricins.tga k_kingdom1682.tga
c_ricoste.tga d_duchy1682.tga
c_riel.tga c_province1682.tga
c_rierrio.tga e_empire1702.tga
c_rifaqar.tga k_kingdom1651.tga
c_rifara.tga d_duchy1651.tga
c_rifegin.tga c_province1641.tga
c_rifester.tga c_province1651.tga
c_rifoses.tga k_kingdom1654.tga
c_rigayla.tga d_duchy1613.tga
c_rigele.tga c_province1604.tga
c_rigsi.tga c_province1627.tga
c_rihan.tga c_province1637.tga
c_riin.tga c_province1613.tga
c_rijifa.tga d_duchy1654.tga
c_rijilai.tga c_province1638.tga
c_rikahra.tga c_province1649.tga
c_rikavy.tga c_province1653.tga
c_riklah.tga c_province1665.tga
c_rikugh.tga c_province1684.tga
c_rilalil.tga c_province1654.tga
c_rilkas.tga k_kingdom1679.tga
c_rilolas.tga d_duchy1620.tga
c_riloman.tga c_province1616.tga
c_rilopher.tga c_province1622.tga
c_rimars.tga c_province1620.tga
c_rimatha.tga d_duchy1642.tga
c_rimunai.tga c_province1617.tga
c_rinaimi.tga c_province1632.tga
c_rindettu.tga c_province1634.tga
c_rindik.tga c_province1650.tga
c_rindila.tga c_province1642.tga
c_rineka.tga d_duchy1659.tga
c_rinenku.tga c_province1640.tga
c_rinick.tga c_province1655.tga
c_rinnaim.tga c_province1657.tga
c_rinoa.tga c_province1659.tga
c_rinork.tga d_duchy1680.tga
c_rinoses.tga c_province1676.tga
c_rinudan.tga c_province1680.tga
c_rinurd.tga d_duchy1701.tga
c_riolefr.tga c_province1689.tga
c_ripac.tga c_province1694.tga
c_riran.tga c_province1701.tga
c_rirasus.tga d_duchy1679.tga
c_riraus.tga c_province1663.tga
c_rirek.tga c_province1679.tga
c_rireter.tga k_kingdom1693.tga
c_rirohn.tga d_duchy1685.tga
c_riseda.tga c_province1673.tga
c_risiala.tga c_province1683.tga
c_risna.tga c_province1695.tga
c_risoger.tga c_province1699.tga
c_risuall.tga c_province1685.tga
c_risui.tga d_duchy1693.tga
c_rit.tga c_province1681.tga
c_riteka.tga c_province1693.tga
c_ritita.tga k_kingdom1770.tga
c_ritva.tga d_duchy1741.tga
c_rivayaxi.tga c_province1734.tga
c_rivega.tga c_province1735.tga
c_rivela.tga c_province1741.tga
c_rivephen.tga d_duchy1762.tga
c_rivicha.tga c_province1743.tga
c_rivilvi.tga c_province1762.tga
c_rivudo.tga d_duchy1770.tga
c_rivurd.tga c_province1759.tga
c_rizuatl.tga c_province1770.tga
c_roanory.tga k_kingdom1702.tga
c_robabib.tga d_duchy1677.tga
c_roban.tga c_province1661.tga
c_robiyah.tga c_province1677.tga
c_rodael.tga d_duchy1716.tga
c_rodandi.tga c_province1713.tga
c_roga.tga c_province1718.tga
c_rogijah.tga c_province1730.tga
c_rohabet.tga c_province1716.tga
c_rohali.tga d_duchy1727.tga
c_rohasad.tga c_province1720.tga
c_rohavak.tga c_province1732.tga
c_roheas.tga c_province1727.tga
c_rohokop.tga d_duchy1739.tga
c_rohoul.tga c_province1723.tga
c_rohurna.tga c_province1746.tga
c_roj.tga c_province1748.tga
c_roja.tga c_province1739.tga
c_rojayor.tga d_duchy1702.tga
c_rolabur.tga c_province1690.tga
c_rolajan.tga c_province1706.tga
c_rolava.tga c_province1702.tga
c_rolavac.tga e_empire1705.tga
c_rolayya.tga k_kingdom1635.tga
c_rold.tga d_duchy1594.tga
c_roleter.tga c_province1572.tga
c_rolke.tga c_province1594.tga
c_rolorri.tga d_duchy1606.tga
c_rolutar.tga c_province1577.tga
c_romanga.tga c_province1606.tga
c_romavi.tga d_duchy1648.tga
c_romomir.tga c_province1623.tga
c_ronantia.tga c_province1645.tga
c_ronazi.tga c_province1648.tga
c_ronisa.tga d_duchy1671.tga
c_ronne.tga c_province1667.tga
c_ronorz.tga c_province1671.tga
c_ronotia.tga d_duchy1672.tga
c_ronto.tga c_province1656.tga
c_ronuwe.tga c_province1672.tga
c_roor.tga d_duchy1635.tga
c_ropama.tga c_province1626.tga
c_ropilda.tga c_province1628.tga
c_rorade.tga c_province1635.tga
c_roragha.tga k_kingdom1691.tga
c_rorajid.tga d_duchy1691.tga
c_roranda.tga c_province1691.tga
c_rorang.tga k_kingdom1705.tga
c_rorepi.tga d_duchy1705.tga
c_rorirve.tga c_province1705.tga
c_rormoz.tga e_empire1719.tga
c_rorona.tga k_kingdom1609.tga
c_roruigi.tga d_duchy1609.tga
c_rorura.tga c_province1587.tga
c_rosach.tga c_province1607.tga
c_rosirai.tga c_province1629.tga
c_rosucha.tga c_province1609.tga
c_rotandi.tga k_kingdom1704.tga
c_rotella.tga d_duchy1668.tga
c_rotobos.tga c_province1662.tga
c_rotosz.tga c_province1668.tga
c_rotyamo.tga d_duchy1670.tga
c_roumoda.tga c_province1660.tga
c_roziss.tga c_province1670.tga
c_rubacob.tga d_duchy1687.tga
c_rubara.tga c_province1678.tga
c_rubirek.tga c_province1696.tga
c_rubyuan.tga c_province1687.tga
c_rucida.tga d_duchy1714.tga
c_rucius.tga c_province1707.tga
c_rudah.tga c_province1726.tga
c_rudan.tga c_province1714.tga
c_rudasia.tga d_duchy1704.tga
c_rudo.tga c_province1692.tga
c_ruena.tga c_province1703.tga
c_ruganyo.tga c_province1717.tga
c_ruin.tga c_province1722.tga
c_ruinomo.tga c_province1704.tga
c_ruitlu.tga k_kingdom1709.tga
c_ruju.tga d_duchy1698.tga
c_rukanka.tga c_province1674.tga
c_ruke.tga c_province1698.tga
c_rulagni.tga d_duchy1709.tga
c_rulohn.tga c_province1700.tga
c_ruloja.tga c_province1721.tga
c_rumaicu.tga c_province1709.tga
c_rumashi.tga k_kingdom1719.tga
c_rumeba.tga d_duchy1697.tga
c_rumew.tga c_province1686.tga
c_rumita.tga c_province1697.tga
c_rumoljo.tga d_duchy1719.tga
c_rumuko.tga c_province1712.tga
c_rumyuan.tga c_province1715.tga
c_runaham.tga c_province1719.tga
c_runapo.tga e_empire1771.tga
c_runda.tga k_kingdom1754.tga
c_runira.tga d_duchy1729.tga
c_ruo.tga c_province1728.tga
c_ruone.tga c_province1729.tga
c_ruoranos.tga d_duchy1773.tga
c_rupo.tga c_province1755.tga
c_rupund.tga c_province1761.tga
c_rurong.tga c_province1773.tga
c_ruroul.tga d_duchy1754.tga
c_rutaani.tga c_province1737.tga
c_ruteinn.tga c_province1751.tga
c_rutunda.tga c_province1754.tga
c_ruulard.tga k_kingdom1771.tga
c_ruvaul.tga d_duchy1749.tga
c_ruver.tga c_province1745.tga
c_ruzoja.tga c_province1749.tga
c_ryamong.tga d_duchy1769.tga
c_ryan.tga c_province1763.tga
c_ryanonse.tga c_province1769.tga
c_ryaquke.tga d_duchy1771.tga
c_ryaseda.tga c_province1765.tga
c_ryasutuq.tga c_province1771.tga
c_ryecalli.tga e_empire1780.tga
c_ryeju.tga k_kingdom1742.tga
c_ryer.tga d_duchy1731.tga
c_ryerassa.tga c_province1725.tga
c_ryho.tga c_province1744.tga
c_ryi.tga c_province1731.tga
c_ryiguke.tga d_duchy1757.tga
c_ryilodu.tga c_province1753.tga
c_ryoa.tga c_province1757.tga
c_ryofer.tga d_duchy1776.tga
c_ryoo.tga c_province1758.tga
c_ryudaim.tga c_province1767.tga
c_ryunifa.tga c_province1768.tga
c_ryusian.tga c_province1781.tga
c_ryuvayla.tga c_province1776.tga
c_ryuvelm.tga d_duchy1777.tga
c_ryuvine.tga c_province1775.tga
c_ryuvuko.tga c_province1777.tga
c_saaz.tga d_duchy1778.tga
c_saboras.tga c_province1774.tga
c_sabozin.tga c_province1788.tga
c_saceph.tga c_province1789.tga
c_sadaha.tga c_province1778.tga
c_sadelint.tga d_duchy1787.tga
c_sadoatl.tga c_province1785.tga
c_safega.tga c_province1796.tga
c_sagoka.tga c_province1787.tga
c_sagozar.tga d_duchy1803.tga
c_sahacob.tga c_province1792.tga
c_sahain.tga c_province1810.tga
c_sahaster.tga c_province1816.tga
c_sahejan.tga c_province1803.tga
c_sahemma.tga d_duchy1806.tga
c_sahins.tga c_province1801.tga
c_sahusi.tga c_province1806.tga
c_saiew.tga d_duchy1827.tga
c_sainay.tga c_province1807.tga
c_sakaim.tga c_province1840.tga
c_sakayada.tga c_province1827.tga
c_sakerge.tga d_duchy1829.tga
c_sakifa.tga c_province1815.tga
c_sakobos.tga c_province1857.tga
c_sakork.tga c_province1829.tga
c_saksa.tga d_duchy1844.tga
c_salaud.tga c_province1831.tga
c_salilen.tga c_province1847.tga
c_salka.tga c_province1851.tga
c_salp.tga c_province1844.tga
c_samati.tga d_duchy1881.tga
c_samenes.tga c_province1872.tga
c_sameni.tga c_province1897.tga
c_samiam.tga c_province1881.tga
c_samonas.tga d_duchy1887.tga
c_samugh.tga c_province1869.tga
c_samuko.tga c_province1870.tga
c_samyula.tga c_province1903.tga
c_sana.tga c_province1910.tga
c_sanana.tga c_province1887.tga
c_sanar.tga d_duchy1940.tga
c_sanava.tga c_province1934.tga
c_sanavo.tga c_province1940.tga
c_sandu.tga d_duchy1742.tga
c_sanegin.tga c_province1724.tga
c_sani.tga c_province1738.tga
c_saniek.tga c_province1752.tga
c_sanint.tga c_province1742.tga
c_saniyel.tga k_kingdom1819.tga
c_sanoban.tga d_duchy1784.tga
c_sanonne.tga c_province1760.tga
c_sanurna.tga c_province1790.tga
c_sanutar.tga c_province1784.tga
c_sapal.tga d_duchy1786.tga
c_sapavid.tga c_province1779.tga
c_sar.tga c_province1786.tga
c_sara.tga d_duchy1793.tga
c_saracob.tga c_province1783.tga
c_saralda.tga c_province1794.tga
c_sarana.tga c_province1800.tga
c_sararma.tga c_province1793.tga
c_saratis.tga d_duchy1819.tga
c_sardus.tga c_province1809.tga
c_sarerdeg.tga c_province1824.tga
c_saret.tga c_province1842.tga
c_sarezo.tga c_province1819.tga
c_saridis.tga k_kingdom1822.tga
c_saried.tga d_duchy1820.tga
c_saroda.tga c_province1799.tga
c_sarofie.tga c_province1802.tga
c_sarotan.tga c_province1818.tga
c_sarozar.tga c_province1820.tga
c_saruigi.tga d_duchy1822.tga
c_sarund.tga c_province1808.tga
c_sarutuq.tga c_province1823.tga
c_saruvje.tga c_province1843.tga
c_sarvin.tga c_province1856.tga
c_sarya.tga c_province1822.tga
c_saryana.tga k_kingdom1826.tga
c_sasafu.tga d_duchy1826.tga
c_saseph.tga c_province1826.tga
c_sasirai.tga k_kingdom1907.tga
c_sasurna.tga d_duchy1874.tga
c_sasyab.tga c_province1848.tga
c_sata.tga c_province1861.tga
c_satabha.tga c_province1868.tga
c_satama.tga c_province1874.tga
c_satas.tga d_duchy1919.tga
c_satateg.tga c_province1893.tga
c_satoda.tga c_province1939.tga
c_saunind.tga c_province1919.tga
c_sava.tga d_duchy1965.tga
c_savac.tga c_province1936.tga
c_savam.tga c_province1965.tga
c_savefan.tga d_duchy1970.tga
c_savo.tga c_province1969.tga
c_sawemir.tga c_province1970.tga
c_sawfiq.tga d_duchy2020.tga
c_saxohn.tga c_province2012.tga
c_sayamey.tga c_province2032.tga
c_sayliz.tga c_province2020.tga
c_sazara.tga d_duchy1907.tga
c_sear.tga c_province1886.tga
c_secilal.tga c_province1900.tga
c_secim.tga c_province1902.tga
c_secol.tga c_province1932.tga
c_secusi.tga c_province1907.tga
c_sedoja.tga k_kingdom1953.tga
c_seek.tga d_duchy1908.tga
c_seetega.tga c_province1873.tga
c_seetisa.tga c_province1906.tga
c_segeras.tga c_province1914.tga
c_segevi.tga c_province1944.tga
c_segew.tga c_province1908.tga
c_segil.tga d_duchy1953.tga
c_segudan.tga c_province1937.tga
c_sehayya.tga c_province1953.tga
c_seinavi.tga k_kingdom1780.tga
c_seir.tga d_duchy1756.tga
c_seka.tga c_province1740.tga
c_sekasa.tga c_province1756.tga
c_sekira.tga d_duchy1764.tga
c_sekoul.tga c_province1747.tga
c_seleah.tga c_province1764.tga
c_seleva.tga d_duchy1780.tga
c_semuno.tga c_province1766.tga
c_senaran.tga c_province1782.tga
c_senekay.tga c_province1780.tga
c_senoka.tga e_empire1858.tga
c_senuna.tga k_kingdom1858.tga
c_senya.tga d_duchy1858.tga
c_seocick.tga c_province1858.tga
c_seodor.tga e_empire1925.tga
c_seola.tga k_kingdom1925.tga
c_sepi.tga d_duchy1925.tga
c_seretin.tga c_province1925.tga
c_sermukmo.tga e_empire1994.tga
c_sernlu.tga k_kingdom1791.tga
c_sesay.tga d_duchy1733.tga
c_seted.tga c_province1711.tga
c_seteva.tga c_province1736.tga
c_sethua.tga c_province1750.tga
c_setoyan.tga c_province1733.tga
c_sevas.tga d_duchy1830.tga
c_sezou.tga c_province1811.tga
c_sibani.tga c_province1838.tga
c_sibeek.tga c_province1853.tga
c_sibidia.tga c_province1830.tga
c_sibuis.tga d_duchy1791.tga
c_sibula.tga c_province1772.tga
c_sicach.tga c_province1791.tga
c_sicilda.tga k_kingdom1865.tga
c_sicuzh.tga d_duchy1832.tga
c_sidia.tga c_province1825.tga
c_sidilal.tga c_province1836.tga
c_sidurna.tga c_province1832.tga
c_siegoja.tga d_duchy1862.tga
c_siero.tga c_province1846.tga
c_sifegin.tga c_province1876.tga
c_siirpen.tga c_province1888.tga
c_silati.tga c_province1862.tga
c_sima.tga d_duchy1884.tga
c_simaha.tga c_province1883.tga
c_simugno.tga c_province1899.tga
c_simund.tga c_province1884.tga
c_sina.tga d_duchy1913.tga
c_sinala.tga c_province1894.tga
c_sinanya.tga c_province1922.tga
c_sinecca.tga c_province1913.tga
c_sineer.tga d_duchy1930.tga
c_sinella.tga c_province1912.tga
c_singe.tga c_province1945.tga
c_sinina.tga c_province1930.tga
c_sinuin.tga d_duchy1933.tga
c_sinyka.tga c_province1911.tga
c_sionadra.tga c_province1933.tga
c_sioriza.tga d_duchy1865.tga
c_sipac.tga c_province1860.tga
c_sireer.tga c_province1878.tga
c_sirek.tga c_province1865.tga
c_sirutic.tga k_kingdom1994.tga
c_sisahim.tga d_duchy1971.tga
c_sisau.tga c_province1951.tga
c_sityuk.tga c_province1952.tga
c_sivechun.tga c_province1979.tga
c_sivisha.tga c_province2004.tga
c_sizoj.tga c_province1971.tga
c_soanick.tga d_duchy1984.tga
c_sodade.tga c_province1960.tga
c_sodyka.tga c_province1984.tga
c_sogert.tga d_duchy1994.tga
c_sogura.tga c_province1991.tga
c_soheytn.tga c_province1994.tga
c_sojeer.tga e_empire2009.tga
c_sokelet.tga k_kingdom2009.tga
c_sokeph.tga d_duchy2009.tga
c_solall.tga c_province2000.tga
c_solas.tga c_province2009.tga
c_solastu.tga e_empire2014.tga
c_solenzu.tga k_kingdom1931.tga
c_solevan.tga d_duchy1915.tga
c_soley.tga c_province1891.tga
c_somayka.tga c_province1892.tga
c_someus.tga c_province1915.tga
c_somuwe.tga d_duchy1931.tga
c_sonaha.tga c_province1901.tga
c_sonisa.tga c_province1948.tga
c_sopael.tga c_province1950.tga
c_sopan.tga c_province1931.tga
c_sopluk.tga k_kingdom2047.tga
c_sorahat.tga d_duchy2008.tga
c_sorais.tga c_province1978.tga
c_soralan.tga c_province2001.tga
c_soralrao.tga c_province2025.tga
c_sorathi.tga c_province2026.tga
c_sosala.tga c_province2008.tga
c_sosoisi.tga d_duchy2035.tga
c_sotogna.tga c_province2029.tga
c_souana.tga c_province2035.tga
c_sovai.tga d_duchy2039.tga
c_suall.tga c_province2024.tga
c_subying.tga c_province2044.tga
c_subyuk.tga c_province2039.tga
c_sucuko.tga d_duchy2047.tga
c_sududan.tga c_province2045.tga
c_suew.tga c_province2054.tga
c_sugike.tga c_province2047.tga
c_suke.tga k_kingdom2075.tga
c_sulapo.tga d_duchy2075.tga
c_suludan.tga c_province2075.tga
c_sumobos.tga k_kingdom2090.tga
c_sumuone.tga d_duchy2064.tga
c_sunala.tga c_province2052.tga
c_sunasa.tga c_province2060.tga
c_suoen.tga c_province2068.tga
c_suowma.tga c_province2072.tga
c_suranu.tga c_province2064.tga
c_surei.tga d_duchy2069.tga
c_suripaz.tga c_province2051.tga
c_suroska.tga c_province2061.tga
c_susidis.tga c_province2069.tga
c_sutahat.tga d_duchy2086.tga
c_sutaster.tga c_province2080.tga
c_suzniq.tga c_province2086.tga
c_suzodan.tga d_duchy2107.tga
c_syaevs.tga c_crius_bay.tga
c_sye.tga c_province2114.tga
c_syee.tga c_province2116.tga
c_syehepes.tga c_province2107.tga
c_syeruliu.tga d_duchy2110.tga
c_syi.tga c_province2103.tga
c_syua.tga c_province2118.tga
c_syuvodis.tga c_province2129.tga
c_taa.tga c_province2110.tga
c_taafa.tga d_duchy2133.tga
c_taarasia.tga c_province2128.tga
c_taarozar.tga c_province2133.tga
c_taatun.tga d_duchy2090.tga
c_taaz.tga c_province2081.tga
c_taazika.tga c_province2085.tga
c_taba.tga c_province2094.tga
c_tabafa.tga c_province2090.tga
c_tabdidin.tga k_kingdom2014.tga
c_tabdijah.tga d_new_jerusalem.tga
c_tabdila.tga c_province1921.tga
c_tabdirai.tga c_new_jerusalem.tga
c_tabduida.tga d_duchy1995.tga
c_tabeth.tga c_province1975.tga
c_taboke.tga c_province2007.tga
c_tabyo.tga c_province1995.tga
c_tacaham.tga d_duchy2014.tga
c_tacasus.tga c_province1973.tga
c_tacaula.tga c_province1987.tga
c_tacayya.tga c_province1989.tga
c_tachine.tga c_province2014.tga
c_tacoste.tga e_empire2021.tga
c_tadaani.tga k_kingdom1804.tga
c_tadajan.tga d_duchy1798.tga
c_tadandi.tga c_province1797.tga
c_tadeba.tga c_province1813.tga
c_tadetar.tga c_province1821.tga
c_tadinat.tga c_province1798.tga
c_tadoger.tga d_duchy1839.tga
c_tadoila.tga c_province1817.tga
c_tadoka.tga c_province1828.tga
c_tadou.tga c_province1833.tga
c_tadoul.tga c_province1849.tga
c_tadoya.tga c_province1839.tga
c_taduna.tga d_duchy1804.tga
c_tadyai.tga c_province1795.tga
c_tael.tga c_upper_triton_shores.tga
c_tagamr.tga c_province1804.tga
c_taganka.tga k_naiad.tga
c_tagazi.tga d_naiad.tga
c_tagenxiu.tga c_province1841.tga
c_tagert.tga c_naiad.tga
c_tagit.tga k_kingdom1866.tga
c_tagita.tga d_duchy1834.tga
c_tagoyan.tga c_province1805.tga
c_taguslo.tga c_province1814.tga
c_tagyka.tga c_province1855.tga
c_tahaa.tga c_province1834.tga
c_tahala.tga d_duchy1866.tga
c_tahanka.tga c_province1845.tga
c_tahti.tga c_province1867.tga
c_tahuo.tga c_province1885.tga
c_tahuone.tga c_province1866.tga
c_taisulie.tga k_kingdom1875.tga
c_taiura.tga d_duchy1850.tga
c_tajacob.tga c_province1835.tga
c_tajenda.tga c_province1863.tga
c_tajeter.tga c_province1850.tga
c_tajijah.tga d_cronus_peninsula.tga
c_tajinat.tga c_province1864.tga
c_tajiuva.tga c_province1871.tga
c_tajoa.tga c_province1898.tga
c_tajyer.tga c_province1920.tga
c_tajyla.tga c_cronus_peninsula.tga
c_takacob.tga d_duchy1896.tga
c_takagnus.tga c_province1877.tga
c_takalaf.tga c_province1896.tga
c_takaret.tga d_duchy1941.tga
c_takati.tga c_province1909.tga
c_takaug.tga c_province1923.tga
c_takh.tga c_province1928.tga
c_takius.tga c_eastern_callisto.tga
c_takomez.tga c_province1941.tga
c_talad.tga d_duchy1875.tga
c_talan.tga c_province1854.tga
c_talapo.tga c_province1879.tga
c_talapur.tga c_province1895.tga
c_talaril.tga c_province1875.tga
c_talati.tga k_kingdom1927.tga
c_talaud.tga d_duchy1859.tga
c_talazi.tga c_province1837.tga
c_taleis.tga c_province1880.tga
c_talenna.tga c_province1890.tga
c_talew.tga c_province1859.tga
c_taliana.tga d_duchy1927.tga
c_taliur.tga c_province1916.tga
c_talka.tga c_province1927.tga
c_taloanna.tga k_kingdom1947.tga
c_taluin.tga d_duchy1947.tga
c_taluke.tga c_proteus.tga
c_taluna.tga c_province1985.tga
c_tamafa.tga c_province1947.tga
c_tamara.tga k_kingdom1986.tga
c_tamata.tga d_duchy1929.tga
c_tamaus.tga c_province1904.tga
c_tamegin.tga c_province1918.tga
c_tamita.tga c_province1926.tga
c_tamius.tga c_province1942.tga
c_tamosai.tga c_province1929.tga
c_tamuda.tga d_duchy1980.tga
c_tamuti.tga c_province1962.tga
c_tana.tga c_province1999.tga
c_tanabha.tga c_province1980.tga
c_tanael.tga d_duchy1981.tga
c_tanagan.tga c_province1954.tga
c_tanavid.tga c_province2005.tga
c_tandail.tga c_province1981.tga
c_taneike.tga d_duchy2022.tga
c_tanele.tga c_province2002.tga
c_tanelen.tga c_province2027.tga
c_taneuta.tga c_province2033.tga
c_taneyao.tga c_province2022.tga
c_tangar.tga d_duchy1986.tga
c_tanidis.tga c_province1959.tga
c_tanippin.tga c_province1966.tga
c_tanita.tga c_province2010.tga
c_tantoor.tga c_province1986.tga
c_tanuigi.tga k_kingdom2021.tga
c_tanuraq.tga d_duchy1982.tga
c_tapo.tga c_province1968.tga
